auxcosp,descr,unidad,grupplat
67.2413043,CAVA BOTELLIN,PIEZA,M$
71.6988183,CAVA BOTELLIN,ORDEN,V16
0.2306863,AJO EN POLVO,GR,M0
0.1610507,CEBOLLA EN POLVO,GR,M0
19.1058333,TEMPUS,PIEZA,MT
25.7169541,JABALI,PIEZA,MT
7.822204,GAL***,PIEZA,A27
13.9149007,TARTA DE JAMAICA,PIEZA,A34
0.0543435,CREMA MONTADA,GR,A27
13.918325,TARTA DE MANDARINA,PIEZA,A34
13.0223695,TARTA DE CAFE,PIEZA,A34
0.0984321,RELLENO TARTA DE CAFE,GR,A27
0.1105879,RELLENO TARTA MANDARINA,GR,A27
0.07614,RELLENO TARTA DE JAMAICA,GR,A27
87.7073573,PANQUE DE BLUEBERRY,PIEZA,A27
86.5930077,PANQUE DE FRAMBUESA,PIEZA,A27
5.9723521,TRUFAS,PIEZA,A27
18.775152,CHEESE CAKE FRUTOS ROJOS PRODU,PIEZA,A27
114.1954596,PANNA COTTA,ORDEN,A27
21.4712258,PANNA COTTA FRUTOS DE LA PASIO,PIEZA,AS
0.326,PURE DE FRUTA DE LA PASION,GR,M0
20.2909647,CENTENARIO AZUL COPA,COPA,B20
0.1125368,QUESO MOZARELLA KIRKLAND CIBON,GR,M4
19.1058333,TEMPUS,BOTELLA,B15
25.7169541,JABALI,BOTELLA,B15
19.1058333,TEMPUS,BOTELLA,B24
25.7169541,JABALI,BOTELLA,B24
15.7118419,CHEESECAKE TOSCALIA,ORDEN,A20
318.8450251,CO***,ORDEN,A5
471.724125,EL JARDIN DE LUCIA,BOTELLA,V16
211.206675,DOMINO ROSADO,BOTELLA,V16
42.241335,DOMINO ROSADO COPA,COPA,V16
230.000025,LUMA NERO D'AVOLA I.G.T.,BOTELLA,V16
46.000005,LUMA NERO D'AVOLA I.G.T. COPA,COPA,V16
334.490025,PAPALE ROSSO D.O.P,BOTELLA,V16
66.898005,PAPALE ROSSO DOP COPA,COPA,V16
577.590525,COLINA NORTE,BOTELLA,V16
577.569975,PAPALE ORO DOP,BOTELLA,V16
0.2816089,DOMINO ROSADO,ML,M!
0.7700933,PAPALE ORO,ML,M00
0.4459867,PAPALE PRIMITIVO,ML,M00
0.7701207,COLINA NORTE,ML,M!
0.6289655,JARDIN DE LUCIA,ML,M00
1.2960969,CONCHA 55 GR (MEDIANA),PIEZA,A2
1.2085137,OREJA MEDIANA,PIEZA,A2
2.1444542,CHOCOLATIN MEDIANO,PIEZA,A2
1.7201284,BIGOTE MEDIANO,PIEZA,A2
76.9554319,MD - LASAÑA (  1    2    3  ),ORDEN,A101
75.1921686,MD - POLLO (  1     2     3 ),ORDEN,A101
121.5165059,ASADO TOSCANO PAPA 2019,PIEZA,A5
0.3757143,AZUCAR LIVANA,PIEZA,M8
0.1127451,CREMA DE CACAHUATE,GR,M0
0.1814178,COCHINITA PIBIL,GR,M0
0.0457381,RED HOT,ML,M0
0.0592391,SWEET CHILI,GR,M0
0.0960784,SAMBAL,GR,M0
0.0851762,EDAMAME,GR,M0
0.0618892,FIDEO DE ARROZ,GR,M0
21.3265522,ARRACHERA MARINADA CIBONO PAC,PIEZA,A27
0.0272435,PESTO DE CILANTRO,GR,A27
0.0279832,PICO DE GALLO CIBONO,GR,A27
0.0865122,ADEREZO THAI,GR,A27
0.0439567,SALSA WRAPS,GR,A27
0.0406176,LECHUGA THAI,GR,A27
11.1798621,POLLO MARINADO,PIEZA,A27
0.0349747,SALSA XNIPEC,GR,A27
0.118048,ADEREZO BLUE CHEESE,GR,A27
11.6892759,POLLO KUNG PAO,PIEZA,A27
0.0208213,SALSA KUNG PAO,ML,A27
0.0979381,ACEITE DE AJONJOLI,ML,M0
43.7523495,PIZZA DE ARRACHERA,ORDEN,A33
10.9380874,PIZZA DE ARRACHERA REBANADA,ORDEN,A33
33.3014266,PIZZA BBQ,ORDEN,A33
8.3253566,PIZZA BBQ REBANADA,ORDEN,A33
36.7283682,PIZZA DE COCHINITA PIBIL,ORDEN,A33
9.182092,PIZZA DE COCHINITA PIBIL REBAN,ORDEN,A33
35.8377228,PIZZA BUFFALO,ORDEN,A33
8.9594307,PIZZA BUFFALO REBANADA,ORDEN,A33
16.0280734,KUNG PAO SPAGUETTI,ORDEN,A28
25.8418352,ENSALADA THAI,ORDEN,A28
25.089196,WRAPS DE LECHUGA,ORDEN,A28
44.0038226,2 HAMBURGUESAS + 2 CHELAS,ORDEN,A37
9.8345714,PRENSA + PANQUE ZANAHORIA,ORDEN,A27
5.8775995,PANQUE + 1 AMERICANO/CAPICCINO,ORDEN,A37
9.8345714,PANQUE + 2 AMERICANO/CAPUCCINO,ORDEN,A37
27.9097639,HELADO 2 X 1,ORDEN,A34
25.8019113,HAMBURGUESA CLASICA CON TOCINO,ORDEN,A29
20.3005571,HAMBURGUESA DE PORCHETTA,ORDEN,A29
13.9548819,POSTRE + EXTRA DE HELADO,ORDEN,A37
37.4189152,PANINI + 2 CERVEZA + 1/2 CESAR,ORDEN,A37
41.744702,TARTAS 3 X 2,ORDEN,A37
30.8367097,MALTEADA DE SABORES,VASO,B0
0.0301797,CEBOLLA AMARILLA,GR,M6
1.6555572,KNORR CUBITOS,PIEZA,M0
0.4878333,NI***,GR,M0
0.082,CABEZA DE LOMO,GR,M3
0.06,CACHETE DE CERDO,GR,M3
0.3,TRIPA,GR,M3
0.14,ESPALDILLA DE RES,GR,M3
0.036,LARDO,GR,M3
121.5165059,RIBEYE DIA DEL PADRE,ORDEN,A5
0.0265,PULPA DE TOMATE,GR,M0
0.62,ENEBRO SECO,GR,M0
0.252,CAMARON 16/20,GR,M5
0.038,ALMEJA GALLO,GR,M5
0.0278933,SALSA CONTADINA PARA PIZZA,GR,MH
0.4,PIERNA DE JABALI,GR,M3
0.0369014,CURCUMA,GR,M6
0.1098263,CHILE DE ARBOL,GR,M0
0.08,FRUTOS SECOS,GR,M0
94.344825,EL JARDIN DE LUCIA COPA,COPA,V16
6.814096,EXTRA EDAMAMES AL VAPOR,ORDEN,A38
15.5421984,PEPINO Y TE VERDE,VASO,B23
0.0680689,BECHAMEL TOSCALIA,GR,AY
0.0145099,BISQUE DE CAMARON,GR,AY
0.0614267,GRAVY DE RES,GR,AY
0.0400442,BASE MINESTRONE 2018,GR,AY
0.0485135,CREMA DE ESPARRAGO PRODUCCION,GR,AY
45.3607308,BRASATTO DE ESPALDILLA,PIEZA,AY
0.0920912,SALSA DE VINO ROSSO,GR,AS
0.1317459,SALSA DE PIMIENTA VERDE,GR,AY
0.0337656,PASTA FRESCA 2018,GR,AY
0.0245806,PASTA FRESCA VERDE 2018,GR,AY
11.9160933,BASE DE SOPA DE PASTA Y ALUBIA,PIEZA,AY
12.5947601,TIRAMISU 2018 PRODUCCION,PIEZA,AS
0.0362801,SALSA POMODORO PROD,GR,AY
0.1991687,RELLENO DE TENERA,GR,AY
0.0689582,SALSA BOLOÑESA PROD,GR,AY
0.0749193,SALCHICHA ITALIANA CARNE PROD,GR,AY
0.0245,SAL NITRO,GR,M0
0.3325587,SALMON CURADO AL HINOJO,GR,AY
0.0500913,GNOCCHIS PRODUCCION,GR,AY
0.2497183,RAGOU DE PATO 2018,GR,AS
0.0670952,FONDO DE PATO,GR,AS
0.0063266,PICI,GR,AS
1.3549378,POLENTA PRODUCCION,PIEZA,AY
0.065574,SALSA DE NARANJA Y ENEBRO,GR,AY
1.8444065,PAN SIN SAL (PZ DE 350 GR),PIEZA,AY
0.0076319,MASA MADRE 2018,GR,AS
0.0518703,ADEREZO DE LA CASA,GR,AS
11.1874626,RAVIOL DE TERNERA,ORDEN,AY
5.6125446,RAVIOL DE RICOTTA PRODUCCION,ORDEN,AY
0.2581972,PULPO COCCION,GR,AS
26.6805736,G***,ORDEN,A5
37.2298738,SALSICCIA ALLA GRIGLIA,ORDEN,A11
29.1602109,COZZE ALLA CALABRESE,ORDEN,A17
56.205753,PULPO A LA PARRILLA,ORDEN,AS
69.0227166,GAMBERONI CROCCANTI AL FORNO,ORDEN,A17
30.2014672,GNOCCHIS GORGONZOLA E NOCCI,ORDEN,A14
25.2029366,CASONCELLI DI VITELLO AL BURRO,ORDEN,A5
40.9042603,TAGLIATELLE CON CAMARONES,ORDEN,AS
46.2436082,PICI CON RAGU DE PATO,ORDEN,AS
53.8937066,IL BRASATO PIEMONTESE,ORDEN,A5
24.4474807,AGNOLOTTI DI RICOTTA E SPINACI,ORDEN,A14
182.6076578,ENSALADA DE SALMON CURADO,ORDEN,AS
90.3335957,FILETTO DI MANZO PEPE VERDE,ORDEN,A18
22.6281212,SPAGHETTI ALLE VONGOLE,ORDEN,A15
4.389533,TAGLIATELLE PRODUCCION 2018,ORDEN,AY
49.5459266,LASAGNE ALLA BOLOGNESE,ORDEN,A14
23.7011699,CREMA DE ESPARRAGOS PLT,ORDEN,A5
26.4609632,BRUSHQUETTA 2018,ORDEN,AS
46.4545455,ROBALITO ENTERO,PIEZA,M5
0.2868783,ACEITUNA CALAMATA,GR,M0
0.06,CHILE GUERO,GR,M6
0.15,PAMPANO ENTERO,GR,M5
0.12,MANTEQUILLA ARTESANAL CHIPILO,GR,M4
0.332,QUESO FLOR DE ATLIXCO,GR,M4
0.3415867,DON LEO BLANCO,ML,"M"""
256.190025,DON LEO BLANCO,BOTELLA,V16
51.238005,DON LEO BLANCO COPA,COPA,V16
0.3781611,LOUIS JADOT,ML,M00
283.620825,LOUIS JADOT,BOTELLA,V16
56.724165,LOUIS JADOT COPA,COPA,V16
0.4126437,KOONUNGA HILL,ML,M!
309.482775,KOONUNGA HILL,BOTELLA,V16
186.03,MONTEABELLON 5M***,BOTELLA,V16
0.4862,STELLAR,ML,"M"""
243.1,STELLAR,BOTELLA,V16
0.0749193,SALCHICHA ITALIANA CARNE PROD,GR,MH
0.0689582,SALSA BOLOÑESA PROD,GR,MH
0.0680689,BECHAMEL TOSCALIA,GR,MH
18.7764094,AGNOLOTTI PRODUCCION,ORDEN,MH
0.3263671,RELLENO DE AGNELOTTI,GR,MH
4.8302449,TAGLIATELLE PJA Y HENO PROD,PIEZA,AS
72.4214668,ALCACHOFAS A LA ROMANA PRODUCC,PIEZA,A4
0.0753362,SALSA DE VINO BLANCO,GR,AY
0.0615614,FONDO DE POLLO,ML,A4
41.4393494,JITOMATE MEDITERRANEO,PIEZA,A4
31.2010805,POLLO CACCIATORA PRODUCCION,PIEZA,AY
0.090519,MERMELADA DE CEBOLLA,GR,AY
0.0881937,SALSA BOSCAIOLA,GR,AY
0.1934836,SALSA DE HONGOS,GR,AY
35.2702931,COSTILLAR A LAS FINAS HIERBAS,PIEZA,AY
0.0909223,SALCHICHA ITALIANA AI VECCHIO,GR,AY
0.0779838,VINAGRETA DE LIMON EUREKA,ML,AY
0.7046279,ESTOFADO DE JABALI,GR,AY
35.9096545,POLLO ALLA DIAVOLA PRODUCCION,GR,AY
21.9490774,PENNE BOSCAIOLA,ORDEN,A15
43.9634576,IL MAIALINO LE COSTINE,ORDEN,A5
56.6479009,ESCALOPA DE SALSA AL LIMON,ORDEN,A4
62.3637423,PETTO DI POLLO AL FUNGHI,ORDEN,A18
28.6304568,INSALATA GIRASOLE,ORDEN,A12
44.9662315,POLLO ALLA CACCIATORA,ORDEN,A5
87.6001514,JA***,ORDEN,A5
12.9787766,BRUSCHETTA,ORDEN,A11
18.6455523,BRU***,ORDEN,A5
139.0636327,TAGLIATELLE SALMI DI CINGHIALE,ORDEN,A14
35.2242716,FILETTO DI PESCE VINO BIANCO,ORDEN,A5
59.3385619,CHULETA CON MANZANA,ORDEN,A5
0.0994426,SALSA DE VECCIO PARA VERDURAS,GR,AY
223.5669376,ALCACHOFAS A LA ROMANA 2018 PL,ORDEN,A4
0.12916,PINOT GRIGIO COSTCO COCINA,ML,M0
49.152,ROCK CORNISH,PIEZA,M3
0.0085202,HARINA MARATEA,GR,M0
0.0483083,CREMA DIPLOMATICA PROD/TOSC,GR,AY
11.0338106,PANNA COTTA PRODUCCION 2018,PIEZA,AS
20.7512948,CAMBIA X JAMON/BEEF/PORCHETTA,ORDEN,A37
9.4881349,CAMB***,ORDEN,A5
6.9330396,CAMBIA X BBQ/HAWAI/TOCIN/PORCH,ORDEN,A37
0.1174382,QUESO MANCHEGO REMO,GR,M4
35.2702931,COSTILLAR A LAS FINAS HIERBAS,PIEZA,MH
0.0485135,CREMA DE ESPARRAGOS PRODUCCION,GR,MH
34.150409,CARBONARA 2X1 U EATS,ORDEN,A5
60.8693284,BOLOÑESA 2X1 U EATS,ORDEN,A5
31.4236838,CHEESE CAKE 2X1,ORDEN,A5
0.2528733,PETRATA CDG,ML,M!
4.389533,TAGLIATELLE PRODUCCION 2018,ORDEN,MH
275.000025,ICUS ONE,BOTELLA,V11
55.000005,ICUS ONE COPA,COPA,V11
48.62,STELLAR COPA,COPA,V16
0.0500913,GNOCCHIS PRODUCCION,GR,MH
12.5947601,TIRAMISU 2018 PRODUCCION,PIEZA,MH
1.2960969,CONCHA 55 GR (MEDIANA),PIEZA,MH
1.2085137,OREJA MEDIANA,PIEZA,MH
2.1444542,CHOCOLANTIN MEDIANO,PIEZA,MH
1.7201284,BIGOTE MEDIANO,PIEZA,MH
0.4308192,GRAVLAX SALMON AL HINIOJO,GR,AS
30.4346642,SPAG***,ORDEN,A5
31.798616,PIZZA MAR***,ORDEN,A5
35.8292547,LASAGNA BAMBINO,ORDEN,A24
19.8606479,PETTO POLLO KIDS,ORDEN,A24
0.0483083,CREMA DIPLOMATICA PROD/TOSC,GR,MH
0.8005812,CANTUCCI NUEZ Y ALMENDRA,PIEZA,AS
24.6471009,INSALATA CESAR TOSC,ORDEN,A12
0.2063867,SKYY,ML,MN
0.578196,BULLDOG,ML,MM
0.0,CINZANO BLANCO DULCE,ML,MR
0.0,CINZANO EXTRA SECO,ML,MR
0.3221333,ESPOLON BLANCO,ML,MO
0.0,GLENT GRANT MR,ML,MQ
0.2747067,APPLETON ESTATE SIGNATURE,ML,MI
0.6584533,APPLETON ESTATE 12,ML,MI
20.0634686,SKYY,COPA,B7
37.6361267,BULLDOG GIN,COPA,B6
25.8632635,ESPOLON BLANCO,COPA,B8
54.5003399,GLEN GRANT 10,COPA,B10
9.9781399,APPLETON 12 AÑOS,COPA,B1
79.7306835,FILETTO STUFATO,ORDEN,A5
0.0195833,FUZE TEA,ML,MS
0.155,CAMARON SECO,GR,M0
81.317601,CAÑADA DE LOS ENCINOS COPA,COPA,V16
0.19375,STEVIA GRANEL,GR,M0
0.92528,AMADO IV,ML,M!
0.2816089,DOMINO BLANCO,ML,M!
0.32356,DON LEO ROSE,ML,M!
0.31264,CORREOS 10,ML,M!
0.38016,CAS**750***,ML,M!
0.41386,3V,ML,M!
0.4195467,LINDE SHIRAZ,ML,M!
0.4712533,CONVERTIBLE ROJO,ML,M!
0.5,CLANDESTINO,ML,M!
0.0,DA***,ML,M!
0.0414795,SALSA DE VINO Y CAMOTE,GR,AS
0.3306961,PATO CONFITADO,GR,AS
32.0478851,RAVIOLES DE PATO CONFITADO,ORDEN,A5
0.2232133,CINZANO ROJO,ML,MR
0.0988877,GUANCIALE,GR,AY
4.2528679,PASTA Y ALUBIAS,PIEZA,AS
69.7152879,CAMEMBER CON PROSCIUTTO,ORDEN,A5
22.5149727,LA CLASSICA PASTA ALLA NORMA,ORDEN,A15
38.7850495,PENNE CON TONNO Y AMALFI,ORDEN,A15
76.9265355,TAGLIATA DI MUCCA MARINATA,ORDEN,A18
75.370603,FILETE DE SALMON A LA NARANJA,ORDEN,AS
68.9975295,TONNO ALLA MEDITERRANEA,ORDEN,A17
46.9287298,TA***,ORDEN,A5
0.1343662,SALSA DE QUESOS TOSCALIA,GR,AY
35.4998974,TA***,ORDEN,AS
20.2065927,RAVIOLES PESTO LIGERO,ORDEN,AS
20.1734532,RISOTO ASPARAGI MANTECATO,ORDEN,A16
44.5683877,TORTELINI IN BRODO 2018,ORDEN,AS
0.0082549,CALDO DE POLLO KNORR,ML,AY
13.4277956,SPAGUETTI POMODORO 2018,ORDEN,AS
60.9746544,TORTELINI TARTUFADO,ORDEN,AS
32.0923489,CAPRESSE DE VACA 2018,ORDEN,AS
28.3562759,TA***,ORDEN,A5
27.0709767,SPAGHETTI CARBONARA 2018,ORDEN,AS
23.7930237,SEMIFREDO,ORDEN,AS
9.0698072,SEMIFREDO PRODUCCION,PIEZA,AS
28.8826267,PI***,ORDEN,AS
68.0050767,PIZ***,ORDEN,AS
37.4750155,FRUTOS ROJOS CON HELADO,ORDEN,AS
0.062,YOGURT GRIEGO,GR,M4
2.0480361,HOJALDRAS PRODUCCION,PIEZA,AS
0.006,PAPA PERSONAL,GR,M6
0.0810228,PASTA DE AJO 2018,GR,AS
128.5071755,COSTILLAS DE JABALI,ORDEN,A5
0.25,JABALI EN CANAL,GR,M3
1.0804533,BUCHANNAN'S 15,ML,MQ
0.41298,G***,ML,M00
1.0354,GLEN GRANT 10,ML,MQ
1.3068,GREN GRANT 12,ML,MQ
0.0,ESPOLON REPOSADO,ML,MO
0.5754,ESPOLON AÑEJO,ML,MO
0.2631533,ASTI RICCADONNA,ML,M$
0.203108,ASTI RICCADONNA RUBI,ML,M$
0.2511333,PROSECCO RICADDONNA,ML,M$
0.6275867,TANQUERAY RANGPUR,ML,MM
0.2042,SMIRNOFF TAMARINDO,ML,MN
0.1453488,CONEJO EN CANAL,GR,M3
81.3670797,CONEJO BRASEADO CON TAGLIATELL,ORDEN,A5
59.0407959,CONEJO AL HORNO,PIEZA,AS
37.5123188,DON JULIO CLARO REP,COPA,B8
36.5392808,TANQUERAY RANGPUR,COPA,B6
33.5096807,MARTINI ESPRESSO,COPA,B18
28.6387445,TOCCO ROSSO,COPA,B14
20.7558191,APEROL SOUR,COPA,B14
26.0336541,FRANGELICO SOUR,COPA,B14
27.2500065,WINTHROP,COPA,B0
42.3186147,MARTINI DE AVELLANA,COPA,B18
29.8930164,CRANBERRY GIN,COPA,B0
56.4376318,BUCHANANS 15,COPA,B10
0.0766667,ALUBIAS CANNELLINI,GR,M0
42.37,TE FRIO MENTA MIEL,PIEZA,M8
48.13,TE FRIO FRAMBUESA JAMAICA,PIEZA,M8
4.8667619,TE HELADO,VASO,B19
0.0336317,PASTA MOLISANA,GR,M0
27.7738491,INSALATA CAPRESSE DE VACA,ORDEN,A12
0.0,L***,ORDEN,A5
92.8695135,PICI CON RAGOU DE JABALI,ORDEN,A5
0.139774,RELLENO DE RICOTTA TRUFA,GR,AY
9.5211223,RAVIOLES DE RICOTTA Y TRUFA PR,ORDEN,AY
27.5426396,RAVIOLES DE RICOTTA Y TRUFA,ORDEN,A5
34.5853022,PERAS TOSCALIA,ORDEN,A20
0.0,GUANTES POLIPAPEL,PIEZA,MX
0.0,RED P/CABELLO NEGRA REFORZADA,PIEZA,MX
0.0,GEL ANTIBACTERIAL (MED H5),PIEZA,MX
0.0,SUMA CALC,PIEZA,MX
0.0,VANGUARD JABON DE MANOS BARRA,PIEZA,MX
0.0,KEY DERM O-WIPE GEL P/MANOS,PIEZA,MX
0.0,LAVALOZA BIO VERDURAS,PIEZA,MX
0.0,HIGIENICO SOFTPULL (SERVICIO),PIEZA,MX
0.0,TAPETE STORM MINGITORIOS,PIEZA,MX
0.0,TOALLA ECOLOGICA (MAPLE) MARLI,PIEZA,MX
0.0,SANITAS,PIEZA,MX
0.0,HIGIENICO MARLI 12X200 PRSONAL,PIEZA,MX
0.0,ESCOBA,PIEZA,MX
0.0,JABON DE MANOS,PIEZA,MX
0.0,COFIA BLANCA,PIEZA,MX
0.0,MALLA P/MINGITORIO CON PASTILL,PIEZA,MX
0.0,FLUIDO CENTRICO P/MANOS PETALO,PIEZA,MX
0.0,REPUESTO DE SISTEMA DE OLORES,PIEZA,MX
0.0,NOBAC QUAT,PIEZA,MX
0.0,NOBAC HP,PIEZA,MX
0.0,BIO - VACTOR,PIEZA,MX
0.0,LIMPIA VIDRIOS WIN,PIEZA,MX
0.0,NOBAC CITRUS DESINFECTANTE,PIEZA,MX
0.0,BRAX-L DESENGRASANTE,PIEZA,MX
0.0,FIBRA ESPONJA,PIEZA,MX
0.0,FIBRA VERDE,PIEZA,MX
0.0,FIBRA NEGRA,PIEZA,MX
0.0,FIBRA METALICA,PIEZA,MX
0.0,CEPILLO DE CERDA GRUESA,PIEZA,MX
0.0,JALADOR SUAVE,PIEZA,MX
0.0,GUANTES,PIEZA,MX
0.0,MECHUDO,PIEZA,MX
0.0,RECOGEDOR,PIEZA,MX
0.0,FRANELA (1 METRO),PIEZA,MX
0.0,PIEDRA POMEX (1 KILO),PIEZA,MX
0.0,BOLSA DE BASURA NEGRA ( 5 KG),PIEZA,MX
0.0,JABON MAESTRO LIMPIO,PIEZA,MX
0.0,ROLLO DE BOLSA 60 X 90,PIEZA,MX
0.0,MANDILES,PIEZA,MX
0.0,HIPOCLORITO,PIEZA,MX
0.0,CUBETA,PIEZA,MX
0.0,CEPILLO,PIEZA,MX
0.0,REPELENTE DE BICHOS,PIEZA,MX
0.0,AROMATIZANTE GLADE,PIEZA,MX
0.0,MICROFIBRA DESECHABLE AZUL,PIEZA,MX
0.0,MICROFIBRAS DE TELA,PIEZA,MX
0.0,RAID MAX,PIEZA,MX
0.0,JABON LIQUIDO PARA COMENSALES,PIEZA,MX
0.0,CITRONELLA,PIEZA,MX
0.0,TOALLAS DESINFECTANTES,PIEZA,MX
0.0,PASTILLAS PATO PURIFIC,PIEZA,MX
0.0,GUANTES DE NITRILO (10 PARES),PIEZA,MX
0.0,CREMA PARA MANOS,PIEZA,MX
0.0,ANTIBACTERIAL 3M,PIEZA,MX
0.0,DOMO NEGRO 16x12x5 CPP1612-32N,PIEZA,MY
0.0,DOMO DIAM 12CM POSTRE R12N,PIEZA,MY
0.0,POPOTE ESTUCHADO BLANCO FLEXIB,PIEZA,MY
0.0,EMPAQUE TRANSP PANINO 22x12x7,PIEZA,MY
0.0,DOMO BIODEGRADABLE 8 X 8,PIEZA,MY
0.0,DOMO NEGRO PIZZA 23x19x7,PIEZA,MY
0.0,CUCHARAS PARA HELADO CIB,PIEZA,MY
0.0,VITAFILM,PIEZA,MY
0.0,PALILLOS CAJA AZUL,PIEZA,MY
0.0,ALUMINIO,PIEZA,MY
0.0,BOLSA POLIPAPEL 15 x 25,PIEZA,MY
0.0,BOLSA POLIPAPEL 20 x 30,PIEZA,MY
0.0,BOLSA POLIPAPEL 30 x 40,PIEZA,MY
0.0,BOLSA PARA SALSA 30 x 40,PIEZA,MY
0.0,HOJAS DE POLIPAPEL,PIEZA,MY
0.0,TAPAS DE 1 Y 1/2 LT,PIEZA,MY
0.0,CONTENEDOR 1 LT,PIEZA,MY
0.0,CONTENEDOR DE 1/2 LT,PIEZA,MY
0.0,VASO DESECHABLE ROJO,PIEZA,MY
0.0,CONT HAMBURGUESERO TRANSPARENT,PIEZA,MY
0.0,CONTENEDOR 2 OZ RAMIQUIN,PIEZA,MY
0.0,AGITADORES,PIEZA,MY
0.0,BOLSA PAPEL ESTRAZA #20,PIEZA,MY
0.0,BOLSA DE PAPEL ESTRAZA #16,PIEZA,MY
0.0,PALILLOS ESTUCHADOS,PIEZA,MY
0.0,ENCENDEDORES,PIEZA,MY
0.0,PAPEL ESTRELLA,PIEZA,MY
0.0,SERVILLETAS CIBONO,PIEZA,MY
0.0,SERVILLETAS BARRA,PIEZA,MY
0.0,SERVILLETAS DE LUJO SERVICIO,PIEZA,MY
0.0,JERINGAS,PIEZA,MY
0.0,VELITAS BLANCAS,PIEZA,MY
0.0,BOLSA DE ASA TOSCALIA,PIEZA,MY
0.0,BOLSA DE ASA CIBONO,PIEZA,MY
0.0,MANTELETAS CIBONO,PIEZA,MY
0.0,MANTELETAS TOSCALIA,PIEZA,MY
0.0,VELAS DE CUMPLEAÑOS,PIEZA,MY
0.0,MANGAS CIBONO,PIEZA,MY
0.0,ETIQUETAS PIZZA TOSCALIA,PIEZA,MY
0.0,ETIQUETAS TOSCALIA,PIEZA,MY
0.0,CAJA DE PIZZA GRANDE 31*31*4,PIEZA,MY
0.0,CAJA PARA PIZZA CHICA 25*25*4,PIEZA,MY
0.0,VASO PARA HELADO CIBONO,PIEZA,MY
0.0,GLOBOS,PIEZA,MY
0.0,ROLLO TERMICO PARA IMPRESORA,PIEZA,MZ
0.0,ROLLO CON COPIA,PIEZA,MZ
0.0,COMANDAS TOSCALIA,PIEZA,MZ
0.0,COMANDAS CIBONO,PIEZA,MZ
0.0,HOJAS ESPECIALIDAS DEL CHEF,PIEZA,MZ
0.0,HOJAS BOND CARTA,PIEZA,MZ
0.0,TONER,PIEZA,MY
0.0,DIUREX,PIEZA,MZ
0.0,PRITT,PIEZA,MZ
0.0,GRAPAS,PIEZA,MZ
0.0,SOBRES DE NOMINA,PIEZA,MZ
0.0,ETIQUETAS,PIEZA,MZ
0.0,TABLAS PISAPAPELES,PIEZA,MZ
0.0,BLONDAS TOSCALIA,PIEZA,MY
0.0,BLONDAS CIBONO,PIEZA,MY
0.4046,LINDE CABERNET-MERLOT,ML,M!
0.3666622,CAS**750***,ML,M!
0.4252873,FRANKIE,ML,M!
1.0632178,NEBBIOLO VINISTERRA,ML,M!
303.45,LINDE CAB-MERLOT,BOTELLA,V16
60.69,LINDE CABERNET-MERLOT COPA,COPA,V16
21.3795,VERDADES COPA,BOTELLA,V16
54.99933,CASA MADERO TINTO COPA,COPA,V17
318.965475,FRANKIE,BOTELLA,V16
63.793095,FRANKIE COPA,COPA,V16
797.41335,NEBBIOLO VINISTERRA,BOTELLA,V16
159.48267,NEBBIOLO VINISTERRA COPA,COPA,V16
0.02672,HARINA SAN FELICE VERDE,GR,M0
0.0335,HARINA SAN FELICE,GR,M0
0.0355968,SALSA DE JEREZ,GR,AS
68.659488,SALMON TOCINO & JEREZ,ORDEN,A5
0.3325587,SALMON CURADO AL HINOJO,GR,MH
0.1524795,ADEREZO DE HINOJO,GR,AS
0.1524795,ADEREZO DE HINOJO,GR,MH
5.9959627,SALCHICHA ITAL EMBUTIDO PROD,PIEZA,AY
5.9959627,SALCHICHA ITAL EMBUTIDO PROD,PIEZA,MH
0.0513332,CHIMICHURRI PARA SALCHICHA,GR,AY
0.0513332,CHIMICHURRI PARA SALCHICHA,GR,MH
0.0145099,BISQUE DE CAMARON,GR,MH
0.0362801,SALSA POMODORO PROD,GR,MH
0.0779838,VINAGRETA DE LIMON EUREKA,GR,MH
1.8444065,PAN SIN SAL (PZ DE 350GR),PIEZA,MH
0.0909223,SALCHICHA ITALIANA AL VECCHIO,GR,MH
0.3564356,QUESO PICODON,GR,M4
28.2860726,VERDURE GRIGLIATE,ORDEN,A5
0.0994426,SALSA DE VECCIO PARA VERDURAS,GR,MH
12.2852112,ZUPPA DE PASTA E FAIOLLI,ORDEN,A5
0.0881937,SALSA BOSCAIOLA,GR,MH
0.7046279,ESTOFADO DE JABALI,GR,MH
5.6125576,RAVIOL DE RICOTTA PRODUCCION,PIEZA,MH
0.1991687,RELLENO DE TERNERA,GR,MH
11.1874626,RAVIOL DE TERNERA,PIEZA,MH
125.4299931,RISOTTO DI CINGHIALE,ORDEN,A16
0.0753362,SALSA DE VINO BLANCO,GR,MH
0.065574,SALSA DE NARANJA Y ENEBRO,GR,MH
24.576,ROCK CORNISH PORCION,PIEZA,AY
24.576,ROCK CORNISH PORCION,PIEZA,MH
31.2010805,POLLO CACCIATORA PRODUCCION,PIEZA,MH
1.3549378,POLENTA PRODUCCION,PIEZA,MH
0.1343662,SALSA DE QUESOS TOSCALIA,GR,MH
35.9096545,POLLO ALLA DIAVOLA PRODUCCION,PIEZA,MH
36.0031792,POLLO ALLA DIAVOLA,ORDEN,A5
0.1934836,SALSA DE HONGOS,GR,MH
45.3607308,BRASATTO DE ESPALDILLA,PIEZA,MH
