auxcosp,descr,unidad,grupplat
9.9828031,MARTINI OREO,COPA,B0
13.9167949,SHIRLEY TEMPLE,COPA,B0
0.0,***LUMA SYRAH***,BOTELLA,V16
0.7942533,MATUSALEM 23 AÑOS,ML,M00
0.147722,GOTLAND,ML,M00
0.5367867,ABSOLUT ELYX,ML,M00
0.1752485,BLACK AND WHITE,ML,M00
0.8623,TANQUERAY 10 AÑOS,ML,MM
0.0,THE FAMOUS GROUSE,ML,M00
2.0396521,MACALLAN 15 AÑOS,ML,M00
0.0,ANCNOC 12 AÑOS,ML,M00
0.0,TALISKER,ML,M00
0.86092,LAPHROAIG 10 AÑOS,ML,M00
0.5356267,MAESTRO TEQUILERO AÑEJO,ML,M00
0.49988,MAESTRO TEQULERO REPOSADO,ML,M00
0.16816,CENTENARIO PLATA,ML,M00
0.6182883,RESERVA DE LA FAMILIA PLATINO,ML,M00
1.1908,EL JOLGORIO ESPADIN,ML,M00
1.3e-06,MONTELOBOS ESPADIN,ML,MP
0.6761143,AGAVE DE CORTES REPOSADO,ML,M00
0.53448,EL TINIEBLO REPOSADO,ML,M00
0.0,AGAVE DE CORTES AÑEJO,ML,M00
0.0,EL TINIEBLO AÑEJO,ML,M00
0.0,AGAVERO,ML,M00
0.3177333,LIMONCELLO,ML,MR
0.0,LICOR DE MANDARINA,ML,M00
34.0,GARRAFON BAR,PIEZA,MS
0.214,QUESO TIPO PARMESANO,GR,M4
0.209,QUESO TIPO EMMENTAL,GR,M4
0.0576949,ADEREZO CALAMARI ROMANA,GR,AS
6.5799107,BASE CREMA DI GAMBERI,ORDEN,AY
0.0458055,SALSA DE VINO TINTO PARRILLA,ML,AS
4.2840724,POLENTA SB,ORDEN,AS
12.5590328,SAN PELLEGRINO 500 ML,BOTELLA,B13
22.2905565,MARGARITA TAMARINDO,COPA,B14
23.3405565,MARGARITA MARACUYA,COPA,B14
13.5256817,DAIQUIRI GUANABANA,COPA,B14
12.8366277,DAIQUIRI TAMARINDO,COPA,B14
9.0396609,SODA BAMBINO KIWI,VASO,B0
1.0145833,GALLETA OREO B,PIEZA,M8
28.37625,CER***,BOTELLA,B0
30.1722222,CERVEZA 5 DE MAYO,BOTELLA,B15
0.7924857,ABSINTH,ML,M00
0.032,COMINO C,GR,M0
0.1884967,CONFIT DE PATO C,GR,M00
12.0690278,AGUA SAN PELLEGRINO MEDIA,BOTELLA,MS
1.666,AMARONE CAMPO REALE 375,ML,M!
34.195,***VINO CUMPLEAÑOS COPA,COPA,V16
205.17,VINO ESPUMOSO CUMPLEAÑOS,PIEZA,M00
1.6,REGALIZ C,GR,M00
161.78489,***GRAPPA SASSICAIA,COPA,B0
8.7063354,BOLA DE PAPA FRITA,PIEZA,AS
3.3856007,"VINAGRETA  NARA, ALMEN Y EN***",PIEZA,AS
3.698,GRAPPA SASSICAIA,ML,M00
2538.4371259,PRIME RIB SUBRECETA,ORDEN,AS
0.2413161,QUESO TIPO GORGONZOLA,GR,M4
0.16,XANTANA C,GR,M0
0.0944,LECHE EN POLVO C,GR,M0
6.5799107,BASE CREMA DE GAMBERI PMT,PIEZA,MH
26.8607266,CARPACCIO DE PULPO SB,PIEZA,AR
26.8607266,CARPACCIO DE PULPO PVT,PIEZA,M00
39.1291667,HONGO PORCINI PORCION SB,PIEZA,AR
27.7828516,PORCION PROSCIUTTO SB,PIEZA,AS
20.4078969,MOZZARELLA PORCION PIZZA SB,PIEZA,AS
6.7059796,J***,PIEZA,M00
39.1291667,HONGO PORCINI PORCION PMT,PIEZA,MH
16.3882353,XXX,PIEZA,M00
16.0751818,M***,PIEZA,M00
0.1733333,MANDARINA EN ALMIBAR C,GR,M0
0.045,SETA ABANICO,GR,M0
628.03423,LASAGNA BOLOÑESA CHAROLA PRODU,PIEZA,MH
3.4230066,CRUJIENTE DE PARMESANO PMT,PIEZA,MH
45.6845238,F***,PIEZA,M00
11.1315789,GAMBERI PORCION FRIA,PIEZA,MH
21.1957171,CA***,PIEZA,M00
48.0282927,MEJILLONES NUEVAZ PORCI***,PIEZA,M00
10.0262727,GAMBERI PORCION PARRILLA,PIEZA,M00
7.9100612,T***,PIEZA,M00
7.1240486,RA***,PIEZA,MH
4.6537618,***,PIEZA,M00
3.4726202,SPAGHETTI PORCION TOSCALIA PVT,PIEZA,MH
10.2978704,G***,PIEZA,M00
3.4527202,LINGUINE PORCION TOSCALIA PMT,PIEZA,MH
3.4228702,PENNE PORCION TOSCALIA PMT,PIEZA,MH
26.5381737,***,PIEZA,M00
7.5098939,RISOTTO PORCION PMT,PIEZA,MH
4.4991081,CANELONNI PORCION PMT,PIEZA,MH
0.8747934,LE***,PIEZA,M00
8.7063354,BOLA DE PAPA PVT,PIEZA,MH
6.6668903,BASE CREMA PAPA Y PORO SB,PIEZA,AY
6.6668903,BASE CREMA DE PAPA PMT,PIEZA,MH
0.1635628,RELLENO DE PORTOBELLO SB,GR,AS
0.1635628,RELLENO DE PORTOBELLO PVT,GR,MH
0.1198662,SALSA DE ZARZAMORA SB,GR,AY
0.0,L***,ML,M00
0.1198662,SALSA DE ZARZAMORA PVT,GR,MH
0.0214772,***,GR,M00
102.7777778,EXTRA TRUFA RALLADA,ORDEN,A5
4.011,TRUFA NEGRA REBANADA C,GR,M00
6.8945143,MACALLAN RUBY,ML,MQ
0.3492731,QUESO DE BURRATA,GR,M4
61.2955018,BURRATA***,ORDEN,A5
0.0078534,HUAZONTLES,GR,M00
8.6979167,G***,PIEZA,M00
0.0576949,ADEREZO CALAMARI ROMANA PVT,GR,M00
0.223005,HUACHINANGO,GR,M00
8.7063354,EXTRA CROQUETA DE PAPA,PIEZA,A5
6.7591428,EXTRA MERMELADA DE JITOMATE,ORDEN,A22
1.5610363,EXTRA SALSA ARRABIATA,ORDEN,A22
11.1993364,CAPELLI D'ANGELLO NATURAL,ORDEN,A5
5.8556691,DAIQUIRI S/A TAMARINDO,COPA,B14
6.6956691,DAIQUIRI S/A GUANABANA,COPA,B14
6.9056691,DAIQUIRI S/A MARACUYA,COPA,B14
13.8866277,DAIQUIRI MARACUYA,COPA,B14
7.1543041,MARGARITA S/A MARACUYA,COPA,B14
6.1043041,MARGARITA S/A TAMARINDO,COPA,B14
23.1305565,MARGARITA GUANABANA,COPA,B14
6.9443041,MARGARITA S/A GUANABANA,COPA,B14
44.4120974,PULPO GAMBERI PORCION,PIEZA,AX
2.1053232,ISOMALT DECORACION,PIEZA,AS
28.2233437,BASE CHEESECAKE,PIEZA,AS
44.9174391,SGROPPINO,COPA,B14
72.7422639,CONFIT DE PATO,ORDEN,A5
0.0149482,PAN MELBA !,GR,A10
0.9922067,PAN DE AJO !,ORDEN,A10
74.277559,PULPO GAMB***,PIEZA,M00
2.1053232,ISOMALT DECORACION PVT,PIEZA,M00
0.0123559,CROUTONES,GR,AY
0.0123559,CROUTONES PMT,GR,MH
0.0,P***,GR,M00
0.9922067,PAN DE AJO PMT,PIEZA,M00
28.37625,SA***,PIEZA,M00
30.1722222,CERVEZA 5 DE MAYO,PIEZA,MT
0.0165464,MASA VERDE,GR,AX
2.5605065,TAGLI***,ORDEN,AX
0.0123722,XXX,GR,M00
0.0346897,SALSA ARRABIATA PRODUCCION,GR,AS
0.0346897,SALSA ARRABIATA PVT,GR,MH
10.5412275,BROWNIE PVT,PIEZA,M00
0.687,B***,PIEZA,M7
113.6869356,PESCE AGLIO OLIO FINOCCHIO,ORDEN,A5
53.493627,RAVIOLONI DI GRANCHI,ORDEN,A5
0.262,PULPA DE CANGREJO,GR,M00
0.2252373,RELLENO DE CANGREJO PRODUCCION,GR,AS
37.0172542,RAVIOLES DE CANGREJO PRODUCCIO,ORDEN,AX
0.3057467,ABSOLUT KARNIVAL,ML,M00
0.050616,CANTUCCI DE ALMENDRA,GR,AS
0.0691294,VINAGRETA DE NARANJA PTV ?,ORDEN,M00
0.5828114,SOLETA TIRAMISU PMT,PIEZA,MH
0.0,GARRA DE LEON,GR,M00
0.0078469,SALSA DE JAMAICA SB,ML,AS
66.2418118,ROBALO GIAMAICA,ORDEN,A5
0.0,KNORR DE PESCADO C,GR,M00
0.0,JUGO DE DURAZNO,ML,M00
31.3157895,FONTINA Y PROSCIUTTO PORCION,PIEZA,V19
0.05,MALTA C,GR,M0
0.155678,JAMAICA FRITA,GR,AS
0.3341143,APEROL,ML,MR
38.726096,APEROL SPRITZ,COPA,B14
0.5878143,TORRES XV,ML,MJ
0.0449335,CREMA DIPLOMATI***,GR,MH
0.0425446,SALSA DE CARAMELO PMT,GR,MH
0.1047758,SALSA DE CHOCOLATE PMT,GR,MH
0.0395851,SALSA INGLESA REPOSTERIA PMT,ML,MH
2.4570295,TAGLIATELLE PAJA Y HENO PMT,ORDEN,M00
2.5197522,TAGLIATELLE PRODUCCION PMT,ORDEN,MH
0.0463462,CAM***,ORDEN,MH
0.0185185,JUGO DE LIMON B,ML,M9
11.0182855,PAPA AL HORNO PVT,PIEZA,M00
0.0447668,REDUCCION DE VINO TINTO PVT,GR,MH
0.14032,MANTEQUILLA INDIVIDUAL,GR,M00
31.9193258,STELLA ARTOIS,PIEZA,M00
31.9193258,STELLA ARTOIS,BOTELLA,B0
33.425,CARPACCIO DE TRUFA NEGRA,ORDEN,A5
38.8406641,F***,PIEZA,M00
3.7360032,CREPAS ORDEN PMT,ORDEN,MH
34.409192,TAGLIATELLE TRICOLORI,ORDEN,A5
0.1160615,JARAB***,ML,M00
30.0986466,JACK DANIELS HONEY,COPA,B0
73.02571,MACALLAN AMBER,COPA,B10
306.7222548,MACALLAN RUBY,COPA,B10
0.2887675,FLAP MEAT STERLING,GR,M00
0.0,BLACK & BERRY,COPA,B0
0.0780839,SETAS CONFITADAS PRODUCCION,GR,AS
0.0,SPICED MOJITO,COPA,B0
54.628405,TROPICAL GIN,COPA,B14
28.5521328,PASSION MEZCAL,COPA,B14
129.9548121,OSSOBUCO PORCINI,ORDEN,A5
3.5753203,GRAVY DE CORDERO OSSOBUCO Y R,PIEZA,AS
0.14213,PESTO DE ALCACHOFA,GR,AS
0.0838667,ACEITE DE AZAFRAN 17,ORDEN,AZ
37.3407963,RISOTTO AL PESTO CON CAMARONES,ORDEN,A5
0.1977522,ACEITUNAS PROSCUITO E PEPERONC,GR,AS
64.552997,PIZZA AI CARCIOFI,ORDEN,A5
100.8618207,BISTECCA DI MANZO 250,ORDEN,A5
0.025,SEMILLA DE CILANTRO C,GR,M0
0.3666667,ENDIVIAS,GR,M00
0.0,HUESO DE CORDERO,GR,M00
71.5843656,TONNO IN CROSTA DE CORIANDOLO,ORDEN,A5
0.0894022,NUEZ CARAMELIZADA PVT,GR,MH
0.0249801,SALSA POLLO A LA NARANJA,GR,AS
2.7757905,POLLO A LA NARANJA PRODUCCION,PIEZA,AS
22.5620366,POLLO ALL' ARANCIA,ORDEN,A5
1.1392857,POLENTA RECTANGULOS SUBRECETA,PIEZA,AS
13.068552,HONGOS CROSTA DI POLENTA SB,PIEZA,AS
20.5990421,CROSTA DI POLENTA FUNGHI,ORDEN,A5
1.5137794,XXX,PIEZA,M00
0.0252837,XXX,GR,M00
2.1752142,FUSILLI PORCION TOSCALIA PMT,PIEZA,M00
19.0955285,CREMA DE ESPARRAGOS BLANCOS,ORDEN,A5
0.1578125,ESPARRAGO BLANCO FRASCO C,GR,M00
0.1666667,MOSTAZA ANTIGUA C,GR,M0
15.9772103,BOMBAS DE CHOCOLATE,PIEZA,V16
0.25,CHOCOLATE 53.8% CACAO C,GR,M00
0.157,CHOCOLATE CON LECHE C,GR,M0
238.959975,LA BRAJA BARBERA D'ASTI,BOTELLA,V16
47.791995,LA BRAJA COPA,COPA,V16
170.000025,***IL RUVO GRIGNOLINO***,BOTELLA,V16
34.000005,***IL RUVO COPA,COPA,V16
16.8622003,CARPACCIO DI TONNO(ARANDANO),ORDEN,V16
0.187,ATUN LOIN,GR,M00
0.038,VINAGRE DE VINO BLANCO C,ML,M0
0.07,AJONJOLI NEGRO C,GR,M0
0.3186133,LA BRAJA BARBERA D'ASTI,ML,M!
0.2266667,IL RUVO GRIGNOLINO***,ML,M00
21.0783996,MARGARITA DE PEPINO,COPA,B14
15.8619401,ZUPPA DI POMODORO ARROSTO,ORDEN,A13
233.9535995,BISTECCA DI MANZO 600,ORDEN,A5
0.565544,PURE DE CHICHARO 17,GR,AZ
0.244,MOSCATO IGT OM,ML,M$
0.5133333,DAINERO CASTIGLION,ML,M!
0.7933333,REALTO CAMPOREALE***,ML,M00
0.3271547,LICOR CHILE ANCHO,ML,MR
3.2047329,CEBOLLIN SECO PICADO,GR,AS
0.280574,PEREJIL SECO,GR,AS
0.280574,PEREJIL SECO PVT,GR,MH
63.494594,MARTINI MONTENEGRO,COPA,B18
0.0,COSMO TOSCALIA,COPA,B18
594.999975,***REALTO***,BOTELLA,V16
384.999975,***DAINERO***,BOTELLA,V19
37.3096079,PIZZA BAMBINO AI CARCIOFI,ORDEN,A5
1.1333333,CRUJIENTE DE SALMÓN,GR,AS
61.999995,VITE ROSSA COPA,COPA,V16
215.000025,***CHIANTI SAN FELICE,BOTELLA,V16
43.000005,***CHIANTI SAN FELICE COPA,COPA,V16
10.6910759,MOUSSE DE MANDARINA,PIEZA,A5
10.6493942,MOUSSE DE GUANABANA Y MARACUYA,PIEZA,A5
10.570681,MOUSSE DE MANGO,PIEZA,A5
594.999975,***SOTTOCASTELLO ROSSO***,BOTELLA,V16
0.7933333,SOTTOCASTELO ROSSO DOC***,ML,M00
0.4720429,JACK DANIELS HONEY,ML,M00
0.4,SAL DE GUSANO B,GR,M9
0.3004857,1800 VERDANO,ML,M00
3.2047329,CEBOLLIN SECO PICADO,GR,MH
1.1333333,CRUJIENTE DE SALMON PVT,GR,MH
16.7940915,SALSA DE MANDARINA,PIEZA,AS
183.0,MOSCATO I.G.T.,BOTELLA,V16
30.5,MOSCATO I.G.T COPA,COPA,V16
82.2889369,LGO TOKI,COPA,B191
3.4838518,ROLLOS DE ESPINACA CON PROSCUI,PIEZA,A25
3.5098637,BOLLO DE SALAMI,PIEZA,A25
0.0636381,ADEREZO PARA BOLLOS CANEPES,GR,AS
5.4865043,BOLLO VEGETARIANO,PIEZA,A25
4.5288114,BROCHETA CAPRESSE,PIEZA,A25
1.345232,MELVA CON MOUSSE DE SALMÓN,PIEZA,A25
1.8044903,MINI BROWNIE,PIEZA,A25
1.0157265,TARTALETA HOJALDRE Y ZARZAMORA,PIEZA,A25
5.9480279,CHAMPIÑONES GRATINADOS CANAPE,PIEZA,A25
6.3705999,CUCHARA DE CARPACCIO DI MANZO,PIEZA,A25
2.5,C***,PIEZA,M7
2.4567561,MINI MOUSE DE FRESA,PIEZA,A25
0.0505633,PAVO,GR,M00
0.206,AZUCAR MASCABADO SOBRE B,PIEZA,M8
0.14,DURAZNO DESHIDRATADO C,GR,M0
0.0602758,VINAGRETA DE MARACUYA,ML,AS
0.1757083,PALMITOS C,GR,M0
13.8426572,OLIVE DELLA NONNA,ORDEN,A5
10.1336114,EXTRA SPAGHETTI CON PIMIENTOS,ORDEN,A5
11.8524757,EXTRA TAGLIATELLE 4 FORMAGGI,ORDEN,A5
5.7440781,EXTRA SPAGHETTI AGLIO OLIO,ORDEN,A5
43.0301392,PIZZA BAMBINO AI SALUMI,ORDEN,A5
34.5416717,FENTIMANS,BOTELLA,B13
34.0516667,FENTIMANS,BOTELLA,MS
21.4244661,OMELETTE FUNGHI E FORMAGIO,ORDEN,A2
7.1471234,ENSALADA DE FRUTA,ORDEN,A2
11.2769841,EXTRA DE PESTO,ORDEN,A22
12.1705144,EXTRA 4 FORMAGGI,LT,A22
14.4776752,EXTRA DE SALSA GORGONZOLA,ML,A22
5.8152831,EXTRA DE BOLOÑESA,ML,A22
22.216557,EXTRA DE TARTUFATA,ORDEN,A22
0.0344605,BASE DE POMODORO ARROSTO,ML,AY
18.3945909,PORTOBELLO HORNEADO PRODUCCION,PIEZA,AS
21.6820486,PECHUGA MARINADA P/P/ OREGANO,PIEZA,AX
0.0295463,SA***,GR,A5
11.1414979,PETO EMPANIZADO 100 GR,ORDEN,AR
0.0467379,SA***,ML,A5
29.7764987,ENSALADA DE CALAMARES Y ESPINA,ORDEN,A5
107.4582842,ROBALO AL LIMON,ORDEN,A5
0.0990265,VINAGRETA DE GORGONZOLA,ML,AS
0.0885361,VINAGRETA DE NARANJA,ML,AS
1.8,ESTRAGON C,GR,M00
0.2797646,CETAS PARA RELLENO DE CANELON,GR,AS
53.659589,CANELONES RELLENOS DE SETAS,ORDEN,A5
22.4806689,CANELON DE CETAS PRODUCCION,ORDEN,AX
0.4132419,PULPO COCIDO,GR,AS
0.17,PASTA FILO C,GR,M00
0.0171958,JUGO DE TORONJA,ML,MS
0.1428709,SAL***,GR,A5
0.0,CASCARA DE CAMARON PARA SOPAS,GR,AS
10.5628514,CHEESCAKE PRODUCCION PVT,PIEZA,M00
37.0172542,RAVIOLES DE CANGREJO PMT,ORDEN,M00
0.2252373,RELLENO DE CANGREJO PVT,GR,M00
0.14213,PESTO DE ALCACHOFA PVT,GR,M00
0.0941422,COSTRA DE CILANTRO***,GR,M00
0.0713921,***,GR,M00
0.0602758,VINAGRETA DE MARACUYA PVT,ML,MH
0.0344605,BASE DE POMODORO ARROSTO PMT,ML,MH
0.0312382,***,GR,M00
18.3945909,PORTOBELLO COCIDO FRIA PVT,PIEZA,MH
21.5666259,POLLO OREGANATO PORCION PVT,PIEZA,M00
0.0285796,SA***,GR,MH
11.1414979,PETO EMPANIZADO 100 GR,ORDEN,MH
0.0554643,SA***,ML,MH
0.079168,VI***,ML,M00
0.2402591,***,GR,M00
19.312595,***,ORDEN,M00
0.4132419,PULPO COCIDO (CAÑAS O PICADO),GR,M00
0.1331545,SAL***,GR,MH
7.7734341,MOUSSE F.DEL BOSQUE PRODUCCIÓN,PIEZA,AS
7.2151175,MOUSSE F. DEL BOS***,PIEZA,M00
21.8397989,CERVEZA AFFLIGEM,BOTELLA,MT
21.8397989,CERVEZA AFFLIGEM,BOTELLA,B0
11.6066787,MOUSSE DI MELA PRODUCCIÓN,ORDEN,AS
13.2509143,MOUSSE DI ME***,PIEZA,M00
4.3767812,MOUSSE DE MANDARINA PRODUCCIÓN,PIEZA,AS
4.5234526,MOUSSE DE MAN***,PIEZA,M00
5.5021658,MOUSSE GUANABANA Y MARA PRODUC,PIEZA,AS
5.5021658,MOUSSE GUANABANA MAR***,PIEZA,M00
5.4113966,MOUSSE DE MANGO PRODUCCION,PIEZA,AS
5.4234526,MOUSSE DE MA***,PIEZA,M00
4.2422118,MOUSSE DE PLATANO PRODUCCION,PIEZA,AS
4.3950867,MOUSSE DE PLATA***,PIEZA,M00
0.0149482,PAN MELBA PMT,GR,MH
0.1931046,ORVIETO***,ML,M00
19.4773913,PAN***,PIEZA,M00
0.0,XXX,PIEZA,M00
0.057,HARINA DE CENTENO C,GR,M00
22.2823865,PAN DE NUEZ (500 GR) PMT,PIEZA,M00
0.0,XXX,PIEZA,M00
0.045,LINAZA C,GR,M00
5.1681576,XXX,PIEZA,M00
0.0,XXX,PIEZA,M00
8.7762837,XXX,PIEZA,M00
40.0628941,FOCACCIA C/ACEIT (CHAROLA) PMT,PIEZA,M00
0.0,MAS***,GR,M00
21.8130306,PAN Q. GORGONZOLA (500GR) PMT,PIEZA,M00
22.7874537,CHILAQUILES VERDES,ORDEN,A2
24.743741,ENCHILADAS SUIZAS ROJAS,ORDEN,A2
13.7705775,ENMOLADAS,ORDEN,A2
1.8451,CAFÉ AMERICANO ILIMITADO,TAZA,A2
6.66666,JUGO DE NARANJA EVENTOS,VASO,A2
144.8284675,***ORVIETO***,BOTELLA,V16
28.9656935,***ORVIETO COPA,COPA,V16
0.3148533,BAILEYS DULCE DE LECHE,ML,MR
16.5895819,BAILEYS DULCE DE LECHE COPA,COPA,B0
0.0073675,ROBALO AL LIMON SALSA,ML,AS
31.7404465,POLLO CON RAJAS A LA POBLANA,ORDEN,A2
0.765,MOSCATO ROSA TRAVERSO***,ML,M00
0.103,CONCENTRADO DE NARANJA C,ML,M0
8.1744331,MADALENAS,PIEZA,A2
0.0573848,XXX,GR,M00
0.0516641,SALSA DE AZAFRÁN PRODUCCION,ML,AS
0.0516641,CREMA DE AZAFRAN PVT,ML,MH
0.0087975,XXX,ML,M00
0.1386833,COMPOTA DE ZARZAMORA PRODUCCI,GR,AY
374.0,ACEITE DE OLIVA CASTIGLION C,BOTELLA,M0
50.3314995,DESCORCHE BOTELLA,BOTELLA,B17
0.1286252,RELLENO DE ENDIVIAS PVT,GR,M00
0.0194444,PIÑA,GR,M2
0.1386833,COMPOTA DE ZARZAMORA PVT,GR,MH
0.1662133,CAPITAN MORGAN WHITE,ML,MI
0.2637333,CAPITAN MORGAN BLACK,ML,MI
17.4053118,CAPITAN MORGAN WHITE,COPA,B1
21.5986718,CAPITAN MORGAN BLACK,COPA,B1
20.6677439,LIMONATA TOSCALIA,PIEZA,B0
0.1442163,FRUTOS SECOS LAQUEADOS,GR,AS
30.4691135,MOZARELLA EN CARROZZA,ORDEN,A2
26.5011174,OUVA IN COCOTTE AL SALMON,ORDEN,A2
0.2282802,CHOCOLATINES,PIEZA,A2
324.9741764,PASTEL DE FRUTAS,PIEZA,A2
0.202,NUEZ DE LA INDIA C,GR,M0
0.35,QUESO GORGONZOLA NONA MARIA,GR,M4
0.0,MILAN,COPA,B0
0.0,GINGER MOJITO,COPA,B0
0.0611966,ADEREZO FRESA E. PRIMAVERA PRO,GR,AS
66.5675023,PIZZA DELLA ORCHARD,PIEZA,A5
31.1628212,PIZZA BAMBINO DELLA ORCHARD,PIEZA,A5
0.2266667,GRIGNOLINO DEL MOFERRATO DOC,ML,M00
0.5241373,PIERO GA***,ML,M00
624.75,AMARONE CAMPO REALE 375,BOTELLA,V18
1071.0,AMARONE CAMPO REALE 750,BOTELLA,V16
0.0611966,ADER. FRESA E PRIMAVERA PC,GR,MH
0.1724138,'U MU***,ML,M00
129.31035,***'U MUNTI***,BOTELLA,V16
0.0,***'U MUNTI CO***,COPA,V16
67.0076399,***PARIS DE NOCHE,COPA,B0
30.7904884,CREPAS AL PROSCIUTTO COTTO,ORDEN,A2
47.2042259,PUNTAS DE RES CON PAPA CAMBRAI,ORDEN,A2
16.6239209,NUGETS DE POLLO CON PAPAS,ORDEN,A2
0.1759628,ARRACHERA,GR,M3
0.06,CHAMORRO de cerdo,PIEZA,M00
19.3945039,***MEZCAL BEER,COPA,B0
27.571995,LASAGNA DE VEGETALES,PIEZA,AS
5.4960815,OSOBUCCO DE CERDO HERVIDO PROD,PIEZA,AS
35.0639264,OSOBUCCO DI MAIALE,ORDEN,A5
0.352,AGAR AGAR C,GR,M00
0.0,***XXXX,ORDEN,A5
17.2650608,TEPACHE REYES,COPA,B0
11.490771,***,PIEZA,M00
0.0966786,XXX,GR,M00
0.0,***ERROR,GR,V16
0.1402267,AMARGO DE ANGOSTURA,ML,MR
19.4060021,XXX,PIEZA,M00
4.9433179,ENSALADA PARA CORTES,ORDEN,AS
0.0785916,RELLENO DE RICOTA,GR,AY
0.0822917,MANGO EN ALMIBAR C,GR,M0
5.0460901,APERITIVO DE CORTESIA,PIEZA,B17
10.9227644,CREMA DI ZUCCA,ORDEN,A5
0.1307692,CREMA DE CALABAZA DULCE C,GR,M00
0.5421173,CAÑADA DE LOS ENCINOS,ML,M!
0.413792,VILLA SANTERA,ML,M00
0.6609192,IL LEMOS,ML,M00
406.588005,***CAÑADA DE LOS ENCINOS,BOTELLA,V16
310.344,***VILLA SANTERA,BOTELLA,V16
495.6894,***IL LEMOS,BOTELLA,V16
0.2275867,SAMBUCA NERA LUXARDO,ML,M00
4.5,EXTRA DE NUEZ,GR,A22
3.576087,EXTRA DE NUEZ CARAMELIZADA,GR,A22
47.1,MATERIA PRIMA PRUEBA C,PIEZA,M0
0.3103462,SCAIA GARGANEGA,ML,M00
0.01,JITOMATE BOLA MORADO,GR,M00
0.046,COCO RALLADO C,GR,M00
0.0500292,MASA LINSER PRODUCCION,GR,AS
232.7596822,***SACAIA BLANCO,BOTELLA,V16
38.7932804,***SCAIA BLANCO COPA,COPA,V16
3.7674661,MELVA CON HIGO Y SALMÓN,PIEZA,A25
6.4866682,GRISINI CON PROSCIUTTO,PIEZA,A25
4.8034693,ESPARRAGOS CON EMMENTAL,PIEZA,A25
49.3181818,OSSOBUCO REBANADO,PIEZA,M00
0.0415451,CEBOLLA MORADA CARAMELIZADA,GR,AS
0.1312049,PORCHETTA PRODUCCION 2019,GR,AS
70.4175714,PIZZA DE PORCHETTA,PIEZA,A5
112.8297042,OSOBUCCO ALLA MILANESE,ORDEN,A5
38.9994378,PIZZA BAMBINO PORCHETTA,PIEZA,A5
0.396,COCOA EXTRA BRUT C,GR,M0
0.25,PRALINE C,GR,M00
2.3106075,BISCOCHO GIOCONDA,PIEZA,AS
0.0343906,SALSA DE ARANDANOS,GR,AS
0.045,MOJARRA,GR,M5
26.0460199,***TORRES XV COPA,COPA,B0
0.3933333,FRIULANO DOC TRAVERSO,ML,M!
60.0,GAS***,PIEZA,M00
0.1390259,MIX SALSAS SUB,ML,BS
0.1077968,INFUSIÒN DE ANIS ESTRELLA,ML,BS
0.1366186,INFUSION DE CARDAMOMO,ML,BS
0.0387312,INFUSION DE PIMIENTA,ML,BS
0.0356453,INFUSION ORANGE COCOTAI,ML,BS
0.6677982,NARANJA DESHIDRATADA,PIEZA,BS
1.1304972,LIMON DESHIDRATADO,PIEZA,BS
0.9825809,KIWI DESHIDRATADO,PIEZA,BS
0.6531085,MANZANA DESHIDRATADA,PIEZA,BS
0.3046551,INFUSION DE VAINILLA,ML,BS
67.9026938,BRASIOLA DI MAIALE E SALSICCIA,ORDEN,A5
0.4354702,FRESA DESHIDRATADA,PIEZA,BS
1.7600667,CAMPO DEL DRAGO,ML,M00
1320.050025,CAMPO DEL DRAGO,BOTELLA,V16
0.0663514,SALSA DE KIWI BAR,ML,BS
0.068,CHULETA AHUMADA,GR,M3
9.7914031,SODA BAMBINO DURAZNO,VASO,B13
9.9909031,SODA BAMBINO MANGO,VASO,B13
10.0749031,SODA BAMBINO GUANABANA,VASO,B13
9.2349031,SODA BAMBINO DE TAMARINDO,VASO,B13
0.026668,SANGRITA,ML,BS
0.1366186,INFUSION DE CARDAMOMO BT,ML,MV
0.0387312,INFUSION DE PIMIENTA BT,ML,MV
0.0356453,INFUSION ORANGE COCOTAI BT,ML,MV
0.6677982,NARANJA DESHIDRATADA BT,PIEZA,MV
1.1304972,LIMON DESHIDRATADO BT,PIEZA,M00
0.9825809,KIWI DESHIDRATADO BT,PIEZA,M00
0.6531085,MANZANA DESHIDRATADA BT,PIEZA,M00
0.3046551,INFUSION DE VAINILLA BT,ML,MV
0.4354702,FRESA DESHIDRATADA BT,PIEZA,M00
0.0663514,SALSA DE KIWI BAR BT,ML,M00
0.1390259,MIX DE SALSAS BAR BT,ML,MV
0.1077968,INFUSION DE ANIS ESTRELLA BT,ML,MV
0.2952474,RAGOU DE PATO PRODUCCION,GR,AS
0.0212119,JARABE DE JAMAICA Y CANELA,ML,BS
60.9579541,MARTINI DE LICHI,COPA,B0
0.0477778,PANKO C,GR,M0
0.087,ACEITUNAS CENTRAL C,GR,M00
0.51,TE SABORES SOBRE B***,PIEZA,M00
0.033,AZUCAR LIQUIDA B,ML,M9
0.0396,HARINA PARA TEMPURA C,GR,M00
0.029,VINAGRE DE VINO TINTO C,ML,M00
0.034,RIGATONI C,GR,M00
0.0219109,HOJALDRE PMT,GR,M00
0.0555799,CEBOLLA MORADA ENCURTIDA,GR,AS
0.0555799,CEBOLLA MORADA MARINADA PVT,GR,MH
0.053,CHIA C,GR,M0
0.3,XXX,GR,M00
0.7443333,AGAVE DE CORTES BLANCO,ML,M00
